audio_path,reference,wer,w2v_hyp,w2v_score
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,5,al the comity cold d in this respect was to throw the responsibility aon others,3742.174238681793
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,5,al the comity coud d in this respect was tol throw the responsibility on others,3742.1611448526382
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,4,hal the comity cold de in this respect was to throw the responsibility on others,3742.160008430481
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,4,al the comity could du in this respect was to throw ther responsibility on others,3742.1577887535095
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,5,al the comity cold d in this respect was tol throw the responsibility on others,3742.1131011247635
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,5,hall the comity coud d in this respect was to throw ther responsibility on others,3742.055968284607
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,4,al the comity could de in this respect was to throw ther responsibility on others,3742.054368019104
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,3,all the comity cod du in this respect was to throw the responsibility on others,3742.0280475616455
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,4,al thu comity could d in this respect was to throw the responsibility on others,3742.022919178009
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,3,hall the comity could du in this respect was to throw the responsibility on others,3742.021483898163
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,5,al the comity cod d in theis respect was to throw the responsibility on others,3742.0204582214355
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,5,all the comity coud d in this respect was to throw the responsibility on other is,3742.014293193817
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,4,hal the comity could d in theis respect was to throw the responsibility on others,3742.013894557953
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,5,hall the comity cold d in this respect was to throw ther responsibility on others,3742.007924556732
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,5,al the comity could d in this respec t was to throw the responsibility on others,3741.993148326874
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,5,all the comity cold d in this respect was to throw the responsibility on other is,3741.9662494659424
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,5,al the comity coud du in this respect was to throw ther responsibility on others,3741.9468517303467
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,1,all the comity could do in this respect was to throw the responsibility on others,3741.941210746765
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,3,all the comity could d in this respect was to throw the responsibility aon others,3741.9322934150696
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,3,all the comity cod de in this respect was to throw the responsibility on others,3741.92462682724
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,3,hall the comity could de in this respect was to throw the responsibility on others,3741.9180631637573
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,5,al the comity cold du in this respect was to throw ther responsibility on others,3741.898808002472
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,3,all the comity could d in this respect was tol throw the responsibility on others,3741.87115585804
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,5,al the comity coud de in this respect was to throw ther responsibility on others,3741.843430995941
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,5,al thu comity coud d in this respect was to throw the responsibility on others,3741.811982154846
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,4,hall the comity coud du in this respect was to throw the responsibility on others,3741.810546875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,3,al the comity could deu in this respect was to throw the responsibility on others,3741.808946609497
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,5,hal the comity coud d in theis respect was to throw the responsibility on others,3741.80295753479
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,5,al the comity cold de in this respect was to throw ther responsibility on others,3741.7953872680664
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,6,al the comity coud d in this respec t was to throw the responsibility on others,3741.782211303711
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,5,al thu comity cold d in this respect was to throw the responsibility on others,3741.7639384269714
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,4,hall the comity cold du in this respect was to throw the responsibility on others,3741.7625031471252
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,5,hal the comity cold d in theis respect was to throw the responsibility on others,3741.7549138069153
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,6,al the comity cold d in this respec t was to throw the responsibility on others,3741.734167575836
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,2,all the comity coud do in this respect was to throw the responsibility on others,3741.7302737236023
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,4,all the comity coud d in this respect was to throw the responsibility aon others,3741.7213563919067
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,4,hall the comity coud de in this respect was to throw the responsibility on others,3741.7071261405945
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,12,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man h came to the prison innicent and still un contaminated,7249.520333826542
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,12,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man wh came to the prison innicent and still un contaminated,7249.413782656193
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,12,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man ho came to the prison innicent and still un contaminated,7249.388456881046
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,14,thes pungent and wel grounded strictures 0 plied with still grater fors to the un convicted prisint r the man h came to the prison innicent and still un contaminated,7249.37862354517
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,13,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the mane h came to the prison innicent and still un contaminated,7249.29406696558
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,11,thes pungent and well grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man h came to the prison innicent and still un contaminated,7249.285097658634
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,11,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man who came to the prison innicent and still un contaminated,7249.281905710697
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,14,thes pungent and wel grounded strictures 0 plied with still grater fors to the un convicted prisint r the man wh came to the prison innicent and still un contaminated,7249.272072374821
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,14,thes pungent and wel grounded strictures 0 plied with still grater fors to the un convicted prisint r the man ho came to the prison innicent and still un contaminated,7249.246746599674
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,12,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man h came to the prison innicent and still oun contaminated,7248.747785151005
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,12,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man wh came to the prison innicent and still oun contaminated,7248.641233980656
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,12,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man ho came to the prison innicent and still oun contaminated,7248.615908205509
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,14,thes pungent and wel grounded strictures 0 plied with still grater fors to the un convicted prisint r the man h came to the prison innicent and still oun contaminated,7248.606074869633
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,13,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the mane h came to the prison innicent and still oun contaminated,7248.521518290043
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,11,thes pungent and well grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man h came to the prison innicent and still oun contaminated,7248.512548983097
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,11,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man who came to the prison innicent and still oun contaminated,7248.50935703516
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,14,thes pungent and wel grounded strictures 0 plied with still grater fors to the un convicted prisint r the man wh came to the prison innicent and still oun contaminated,7248.499523699284
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,14,thes pungent and wel grounded strictures 0 plied with still grater fors to the un convicted prisint r the man ho came to the prison innicent and still oun contaminated,7248.474197924137
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,12,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man h came to the prison innicent and still on contaminated,7246.464707911015
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,12,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man wh came to the prison innicent and still on contaminated,7246.358156740665
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,13,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man h came to the prison innicent and stil un contaminated,7246.339057505131
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,12,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man ho came to the prison innicent and still on contaminated,7246.332830965519
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,14,thes pungent and wel grounded strictures 0 plied with still grater fors to the un convicted prisint r the man h came to the prison innicent and still on contaminated,7246.3229976296425
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,13,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the mane h came to the prison innicent and still on contaminated,7246.238441050053
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,13,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man wh came to the prison innicent and stil un contaminated,7246.232506334782
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,11,thes pungent and well grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man h came to the prison innicent and still on contaminated,7246.229471743107
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,11,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man who came to the prison innicent and still on contaminated,7246.22627979517
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,14,thes pungent and wel grounded strictures 0 plied with still grater fors to the un convicted prisint r the man wh came to the prison innicent and still on contaminated,7246.216446459293
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,13,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man ho came to the prison innicent and stil un contaminated,7246.207180559635
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,15,thes pungent and wel grounded strictures 0 plied with still grater fors to the un convicted prisint r the man h came to the prison innicent and stil un contaminated,7246.197347223759
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,10,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man h came to the prison innicent and still uncontaminated,7246.194024145603
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,14,thes pungent and wel grounded strictures 0 plied with still grater fors to the un convicted prisint r the man ho came to the prison innicent and still on contaminated,7246.191120684147
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,14,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the mane h came to the prison innicent and stil un contaminated,7246.112790644169
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,12,thes pungent and well grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man h came to the prison innicent and stil un contaminated,7246.103821337223
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,12,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man who came to the prison innicent and stil un contaminated,7246.100629389286
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,15,thes pungent and wel grounded strictures 0 plied with still grater fors to the un convicted prisint r the man wh came to the prison innicent and stil un contaminated,7246.09079605341
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,10,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man wh came to the prison innicent and still uncontaminated,7246.087472975254
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,15,thes pungent and wel grounded strictures 0 plied with still grater fors to the un convicted prisint r the man ho came to the prison innicent and stil un contaminated,7246.065470278263
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,10,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man ho came to the prison innicent and still uncontaminated,7246.062147200108
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,12,thes pungent and wel grounded strictures 0 plied with still grater fors to the un convicted prisint r the man h came to the prison innicent and still uncontaminated,7246.052313864231
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,11,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the mane h came to the prison innicent and still uncontaminated,7245.967757284641
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,9,thes pungent and well grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man h came to the prison innicent and still uncontaminated,7245.9587879776955
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,9,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man who came to the prison innicent and still uncontaminated,7245.955596029758
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,12,thes pungent and wel grounded strictures 0 plied with still grater fors to the un convicted prisint r the man wh came to the prison innicent and still uncontaminated,7245.945762693882
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,12,thes pungent and wel grounded strictures 0 plied with still grater fors to the un convicted prisint r the man ho came to the prison innicent and still uncontaminated,7245.9204369187355
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,12,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man h came to the prison innicent and still une contaminated,7245.656724512577
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,13,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man h came to the prison innicent and stil oun contaminated,7245.566508829594
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,12,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man wh came to the prison innicent and still une contaminated,7245.550173342228
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,12,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man ho came to the prison innicent and still une contaminated,7245.524847567081
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,14,thes pungent and wel grounded strictures 0 plied with still grater fors to the un convicted prisint r the man h came to the prison innicent and still une contaminated,7245.515014231205
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,13,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man wh came to the prison innicent and stil oun contaminated,7245.4599576592445
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,13,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man ho came to the prison innicent and stil oun contaminated,7245.434631884098
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,13,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the mane h came to the prison innicent and still une contaminated,7245.430457651615
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,15,thes pungent and wel grounded strictures 0 plied with still grater fors to the un convicted prisint r the man h came to the prison innicent and stil oun contaminated,7245.424798548222
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,11,thes pungent and well grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man h came to the prison innicent and still une contaminated,7245.421488344669
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,11,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man who came to the prison innicent and still une contaminated,7245.418296396732
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,14,thes pungent and wel grounded strictures 0 plied with still grater fors to the un convicted prisint r the man wh came to the prison innicent and still une contaminated,7245.408463060856
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,14,thes pungent and wel grounded strictures 0 plied with still grater fors to the un convicted prisint r the man ho came to the prison innicent and still une contaminated,7245.383137285709
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,14,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the mane h came to the prison innicent and stil oun contaminated,7245.340241968632
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,12,thes pungent and well grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man h came to the prison innicent and stil oun contaminated,7245.331272661686
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,12,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man who came to the prison innicent and stil oun contaminated,7245.328080713749
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,15,thes pungent and wel grounded strictures 0 plied with still grater fors to the un convicted prisint r the man wh came to the prison innicent and stil oun contaminated,7245.3182473778725
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,15,thes pungent and wel grounded strictures 0 plied with still grater fors to the un convicted prisint r the man ho came to the prison innicent and stil oun contaminated,7245.292921602726
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,12,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man h came to the prison innicent and still und contaminated,7245.019833624363
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,12,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man wh came to the prison innicent and still und contaminated,7244.913282454014
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,12,thes pungent and wel grounded strictures 0 plied with still grater fors to the unconvicted prisint r the man ho came to the prison innicent and still und contaminated,7244.887956678867
