audio_path,reference,wer,w2v_hyp,w2v_score
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agents ses,5908.398181095124
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent sets,5907.694858905078
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent sens,5907.63178090334
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent sus,5906.9774715662015
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent seeks,5906.756189585924
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent is,5906.617259663344
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.02,asal was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agents sees,5906.356512675286
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent yes,5906.2596764695645
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent secs,5906.177061987222
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.02,asal was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent sess,5906.142916889488
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent sears,5906.138650487662
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent sese,5906.078132878542
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent es,5905.992666242124
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.02,asal was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent sis,5905.967022199035
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.02,asal was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent sense,5905.910832400321
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence again sees,5905.4427821302415
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agents sess,5905.419161389173
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agents sis,5905.243266698719
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agents sense,5905.187076900005
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.02,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent s is,5905.038540444971
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.02,asal was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent seems,5904.923267812729
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent scenes,5904.875675492287
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent senses,5904.502906063795
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent sers,5904.452104149461
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence again ses,5904.423299598693
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.02,asal was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agents ses,5904.401823267936
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent sos,5904.400518096686
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent s,5904.257792586089
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.02,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent see is,5904.241784070731
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.02,oswald was however willing to discuss his contacts with soviet authorities he denied having an involvement with soviet intelligence agent sees,5904.060259758234
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent sas,5903.977331835032
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.02,oswald was however willing to discuss his contacts with soviet authors he denied having any involvement with soviet intelligence agent sees,5903.918805565834
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent sss,5903.790520015956
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agents seems,5903.69132628441
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.02,asal was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent sens,5903.635423076153
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent shes,5903.218186258078
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent sirs,5903.126860601902
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.02,asal was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent ss,5903.0756854766605
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent sass,5902.989919947387
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.02,asal was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent sus,5902.981113739014
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.02,oswald was however willing to discuss his contacts with soviet authorities she denied having any involvement with soviet intelligence agent sees,5902.980719872713
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agents sens,5902.911669116021
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent ces,5902.859118998051
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.02,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent she is,5902.604411557913
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agents,5902.560273350478
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent siss,5902.551547352076
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.02,oswald was however willing to discuss his contacts with soviet authorities he denied having an involvement with soviet intelligence agent ses,5902.4566839992995
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agents ss,5902.351929976345
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agents sus,5902.2573582386985
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.02,asal was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent sese,5902.081775051355
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agen sees,5902.062092423439
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent as,5902.04092900753
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.02,asal was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent es,5901.996308414937
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent suss,5901.480704666377
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.02,asal was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agents sess,5901.422803561985
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent ess,5901.41501455307
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agents sese,5901.358021091223
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.02,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent see s,5901.356824759246
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent seys,5901.051469340325
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.02,asal was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent is,5900.872537864447
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent so,5900.644918634893
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent ass,5900.628584929705
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.02,oswald was however willing to discuss his contacts with soviet authors he denied having any involvement with soviet intelligence agent ses,5900.56686583519
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agents s,5900.425165206195
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent ssh,5900.292342918517
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent susy,5900.283471567631
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.02,asal was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent s,5900.2614347589015
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.02,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent ses e,5900.189164063335
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agen ses,5900.107403016091
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent ease,5900.061714510918
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence again sess,5900.020604632198
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.02,oswald was however willing to discuss his contacts with soviet authorities she denied having any involvement with soviet intelligence agent ses,5899.6287801420685
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agents es,5899.524188942911
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent bes,5899.519335303307
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agents is,5899.501363315583
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.02,oswald was however willing to discuss his contacts with soviet authorities he denied having an involvement with soviet intelligence agent sess,5899.477665833532
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent suse,5899.217605516912
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.02,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligent agent ses,5899.2153023839
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent cess,5899.204806859494
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent serves,5899.184151052236
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.01,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent seis,5899.099070749284
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.02,oswald was however willing to discuss his contacts with soviet shorts he denied having any involvement with soviet intelligence agent ses,5899.055249657631
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.02,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agent ses i,5898.948213375807
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.02,oswald was however willing to discuss his contacts with soviet authorities he denied having eny involvement with soviet intelligence agent ses,5898.921413118837
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0038.wav,the 1st physician to see the president at parkland hospital was doctor charles j carrico a resident in general surgery,0.03,the 1st fiction to see the president at parkland hospital was doctor charles gay cracow a resident in general surgery,4976.659863844511
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0038.wav,the 1st physician to see the president at parkland hospital was doctor charles j carrico a resident in general surgery,0.03,the 1st fiction to see the president at parkland hospital was doctor charles gay cracow a resident in general sorry,4975.086631752846
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0038.wav,the 1st physician to see the president at parkland hospital was doctor charles j carrico a resident in general surgery,0.04,the 1st fiction to see the president at parkland hospital was doctor charles gay cracow a resident in genoa sorry,4972.99841221511
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0038.wav,the 1st physician to see the president at parkland hospital was doctor charles j carrico a resident in general surgery,0.03,the 1st fiction to see the president at parkland hospital was doctor charles gay carrow a resident in general surgery,4972.4085901290155
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0038.wav,the 1st physician to see the president at parkland hospital was doctor charles j carrico a resident in general surgery,0.03,the 1st fiction to see the president at parkland hospital was doctor charles gay cracow a resident in genoa surgery,4972.004422455427
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0038.wav,the 1st physician to see the president at parkland hospital was doctor charles j carrico a resident in general surgery,0.03,the 1st fiction to see the president at parkland hospital was doctor charles gay carrow a resident in general sorry,4970.8353580373505
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0038.wav,the 1st physician to see the president at parkland hospital was doctor charles j carrico a resident in general surgery,0.03,the 1st fiction to see the president at portland hospital was doctor charles gay carrow a resident in general surgery,4970.790451243517
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0038.wav,the 1st physician to see the president at parkland hospital was doctor charles j carrico a resident in general surgery,0.04,the 1st fiction to see the president at parkland hospital was doctor charles gay cracow a resident in genial sorry,4970.282568394539
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0038.wav,the 1st physician to see the president at parkland hospital was doctor charles j carrico a resident in general surgery,0.03,the 1st fiction to see the president at parkland hospital was doctor charles gay cracow a resident in general sorr,4969.651353396174
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0038.wav,the 1st physician to see the president at parkland hospital was doctor charles j carrico a resident in general surgery,0.04,the 1st fiction to see the president at portland hospital was doctor charles gay carrow a resident in general sorry,4969.217219151852
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0038.wav,the 1st physician to see the president at parkland hospital was doctor charles j carrico a resident in general surgery,0.04,the 1st fiction to see the president at parkland hospital was doctor charles gay carrow a resident in genoa sorry,4968.747138499614
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0038.wav,the 1st physician to see the president at parkland hospital was doctor charles j carrico a resident in general surgery,0.03,the 1st fiction to see the president at parkland hospital was doctor charles gay cracow a resident in general surry,4968.620046709178
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0038.wav,the 1st physician to see the president at parkland hospital was doctor charles j carrico a resident in general surgery,0.03,the 1st friction to see the president at parkland hospital was doctor charles gay carrow a resident in general surgery,4968.4582915550445
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0038.wav,the 1st physician to see the president at parkland hospital was doctor charles j carrico a resident in general surgery,0.03,the 1st fiction to see the president at parkland hospital was doctor charles gay cracow are resident in general surgery,4968.436783189771
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0038.wav,the 1st physician to see the president at parkland hospital was doctor charles j carrico a resident in general surgery,0.03,the 1st friction to see the president at parkland hospital was doctor charles gay carrow a resident in general sorry,4968.345345603821
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0038.wav,the 1st physician to see the president at parkland hospital was doctor charles j carrico a resident in general surgery,0.04,the 1st fiction to see the president at parkland hospital was doctor charles gay cracow are resident in general sorry,4968.323837238548
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0038.wav,the 1st physician to see the president at parkland hospital was doctor charles j carrico a resident in general surgery,0.03,the 1st fiction to see the president at parkland hospital was doctor charles gay carrico a resident in general sorry,4968.0368010884495
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0038.wav,the 1st physician to see the president at parkland hospital was doctor charles j carrico a resident in general surgery,0.03,the 1st fiction to see the president at parkland hospital was doctor charles gay caracole a resident in general sorry,4967.79580120146
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0038.wav,the 1st physician to see the president at parkland hospital was doctor charles j carrico a resident in general surgery,0.04,the 1st fiction to see the president at parkland hospital was doctor charles gay care cow a resident in general sorry,4967.61427640259
