id,talk_id,speaker_id,reference,hypothesis,wer
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,so let me remind you this is the official dogma the one that we all take to be true,so let me remind you this is the official dagmar the one that we all take to be true,0.012048192771084338
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,and it is all false it is not true there is no question that some choice is better than none,and it is all faults it is not true there is no question that some choice is better than none,0.010869565217391304
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,but it does not follow from that that more choice is better than some choice there is some magical amount i do not know what it is i am pretty confident that we have long since passed the point where options improve,but it does not follow from that that more this is better than some choirs theirs some magical amount i dono what it is me pry confident that we have long since passed the point where options improve,0.046511627906976744
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,our welfare now as a policy matter i am almost done as a policy matter the thing to think about is this what enables all of this choice,our welfare now as a play mate almost done as a policy matter the thing to think about is this what naples all of this this,0.044444444444444446
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,in industrial societies is material affluence there are lots of places in the world and we have heard about several of them,in industrial says is material affluence there are lots of places in the world and we have heard about several of them,0.008130081300813009
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,where the their problem is not that they have too much choice their problem is that they have too little so the stuff i am talking about is the peculiar problem of modern,where the their problem is not that they have too much choice their problem is that they have too little so the stuff i am talking about is the peculiar problem of modern,0.0
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,affluent western societies and what is so frustrating and infuriating is this steve levitt talked to you yesterday about how these expensive and difficult to install,affluent western sisters and what is so frustrating an infuriating is this steve take to you yesterday about how these expensive and difficult to install,0.024242424242424242
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,infants child seats do not help,nance care child sees god help,0.16129032258064516
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,it is a waste of money what i am telling you is that these expensive complicated choices it is not simply that they do not help they actually hurt they actually make us worse,it is a waste of money what i am telling you is that these expensive complicated choirs is not simply that they do not help the actual heart they actually make us worse,0.028735632183908046
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,off if some of what enables people in our societies to make all of the choices we make were shifted to societies in which people have too few options,off if some of what enables people in our society to make all of the choices we make were shifted to sisily is in which people have to 4 tons,0.040268456375838924
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,not only would those people is lives be improved but ours would be improved also this is what economists call a pareto improving move income redistribution will make everyone,not only with those peoples lives be improved but ours would be improved also it was what names called a parao improving move income redistribution will make every one,0.05747126436781609
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,better off not just poor people because of how all this excess choice plagues us so to conclude,better off nat just pore people because of how all this excess choice places is so to conclude,0.042105263157894736
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,you are supposed to read this cartoon and being a sophisticated person say ah what does this fish know you know nothing is possible in this fishbowl,her spouse to read this cartoon and being so stated person say ah what does his fish now you now nothing is possible in this fish ball,0.06756756756756757
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,impoverished imagination a myopic view of the world and that is the way i read it at 1st the more i thought about it however the more i came to the view that this,impoverished imagination of my pick of the world and that is the way i read it at 1st the more i thought about it however the more i came to the view that this,0.018518518518518517
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,fish knows something because the truth of the matter is that if you shatter the fishbowl so that everything is possible you do not have freedom you have paralysis,fish now something because the truth of the matter is that if you shatter the fish ball so that everything is possible you do not have freedom you have paralysis,0.018518518518518517
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,if you shatter this fishbowl so that everything is possible you decrease satisfaction,if you shatter this fish bowl so that everything is possible you decry satisfaction,0.03529411764705882
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,you increase paralysis and you decrease satisfaction everybody needs a fishbowl this one is almost certainly too limited,you increase prices and you decree satisfaction every body needs a fishpole this one is almost certainly to limited,0.05
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,perhaps even for the fish certainly for us but the absence of some metaphorical fishbowl is a recipe for misery and i suspect disaster thank you very much,perhaps even for the fish sartainly for us but the absence of some meat for fish ball is a recipe for misery and i suspect disaster thank you very much,0.032467532467532464
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,what i am going to show you 1st as quickly as i can is,i got to show you 1st as quickly as i can as are,0.09259259259259259
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,is some some foundational work some some new technology that we brought to microsoft as part of an acquisition almost exactly a year ago this is seadragon,is some some foundational work some some new technology that they brought marsh to spare an acquisition almost exactly a year ago this is she dragon,0.05194805194805195
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,and it is an environment in which you can either locally or remotely interact with vast amounts of of visual data we are looking at many many gigabytes of of digital photos here and kind of seam seamlessly and continuously zooming in panning through the thing rearranging it in any way we want and,and its environment in which you can either locally remotely interact with vast amounts of visual data were looking at many many gates of of dial fools hearings seed smelly and continuously sing and panting through the thing rearranging and why we want and am,0.08080808080808081
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,it does not matter how much information we are looking at how big these collections are or how big the images are in the most of them are ordinary digital camera photos but this one for example is a scan from the library of congress and it is in the in the 300 megapixel range,it does not matter how much information were looking at how big these collections are or how big the images are in the most of the more ordinary additional carat forts but this one for example is a sand from the library of congress and it set in the 300 magical range,0.043478260869565216
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,it does not does not make any difference because the only thing that that ought to limit the performance of a system like this one is the number of pixels on your screen at any given moment,it does not does not make any difference because the only thing that that act to limit the performance of a custom like this one as the number of pickles nor scream at any given moment,0.037037037037037035
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,it is also very flexible architecture this is an entire book this is an example of non non image data this is bleak house by dickens every every column is a is a chapter,it also very flexible architecture this is an entire book this an example of non non made dad this is a black house by dickens every every come as is a chapter,0.05325443786982249
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,and to prove to you that it is that it is really text and not an image we can do something like so to really show that this is a real representation of the text it is not a picture,and to prove to you that is the really ted and not an image we can do something like so as to really show that this is a real representation of the tax is not a picture,0.044444444444444446
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,maybe this is a kind of an artificial way to read an e book i would not recommend it this is a more realistic case this is an issue of the guardian every large image is the beginning of a section and this really gives you the the the joy and the good experience of reading the real paper version of,maybe this is an artificial way to read an buck i would not recommend it some realistic as this is in it of the garden every large image as the being of a section and this rely gives the the the go in the good experience of reading the real paper veron one foe,0.0738255033557047
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,of a magazine or a newspaper which is an inherently multi scale kind of medium we have also done a little something with the corner of of this particular issue of the guardian we have made up a fake ad,a magazine or newspaper which is partly lisle one medium we also done all something with the corner over of this particular is of the garden we have made up a face ad,0.07462686567164178
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,that is very high resolution much higher than you would be able to get in an ordinary ad and we have embedded extra content if you want to see the features of this car you can see it here or other models or even technical specifications,that is very resolution of much hair then goblet gat in an ordinary ad an we imbedded extra content got the fears of this car you can sit there or other models or even tell specifications,0.09745762711864407
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,and and this this really this really gets at some of these ideas about really doing away with with those limits on on screen real estate we hope that this means no more no more pop ups and other kind of rubbish like that should not be necessary,and and is this really the rely gets some of his ideas about rely doing away with without limits and andrea real state we hope that this means no more no more pale and acute robes like that to be near me,0.09016393442622951
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,of course mapping is one of those really obvious applications for a technology like this and and this one i really will not spend any time on except to say that we have things to contribute to this field as well,of course man is one of those really obvious applications for the old like this and and this one i really will not spend any time on except to say that we have things to contribute to this field as well,0.014218009478672985
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,but those are all the roads in the in the u s superimposed on top of a nasa,but dese al the roads in the in the hay spread on top of her of anna,0.12
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,geospatial image so let us pull up now something else so this is actually live on the live on the web now you can go check it out this is a project called photosynth which really marries 2 different technologies one of them is seadragon and the other is some very beautiful computer vision research done by noah snavely a graduate student at the university of washington co advised by steve seitz at u w and rick szeliski at microsoft research,spatial image so let us pull up now something else so this is aptly live and the life on the web now you can go checked out this product cold foul sent which really marys to intended as one of the miss seraine and the other is some very butiful our vision research done by not save agates in the mary washington advised by steve sits at odd and recalls mik a softer search,0.0835214446952596
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,a very nice collaboration and so this is this live on the web it is powered by seadragon you can see that when we kind of do these sorts of views where we can we can we can dive through images and have this kind of multi resolution experience,a very nice collaboration and so this is this is life on the web its power by sea dragon you can see that what we can do these sort of s where we can that we can wean dive through images and have the contralto experience,0.08264462809917356
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,but but the spatial arrangement of the images here is actually meaningful the computer vision algorithms have registered these images together so that they correspond to the real space in which these these shots all taken near grassi lakes in the canadian rockies,but but the spatial arrangement of the images there is actual meaningful the comparison grebes have registered these images together so if the cars and to the real space in which these these shots all taken near gray like a canadian races,0.053231939163498096
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,all these shots were taken so you see elements here of of stabilized slide show or panoramic panoramic imaging,me all his shots were taken so you see elements here over me of stable side show or panoramic parang imaging ome,0.07272727272727272
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,and these things have all been related related spatially i am not sure if i have if i have time to show you any other environments there are some that are much more spatial but i would like to jump straight to to one of noah is original data sets and this is from an early prototype of photosynth that we 1st got working in the summer,and these things are related related specially i much if i have thought if i have time to show any other environment there some their much more sail but i like to come strate to me to one of now as original as it is is from an early prototype of form that we 1st got working the somer,0.08083832335329341
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,to show you what i think is really the the punchline behind this this technology the photosynth technology and it is not necessarily so apparent from looking at the environments that we have put up on the website we we had to worry about the lawyers and so on,to show you what i think is really that the punch line behind this he told the frantic noway an is not necessarily so apparent from looking at the environs if put up on the wee side we am we had to work about the leers and so on,0.0694980694980695
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,this is a reconstruction of notre dame cathedral that was done entirely computationally from images scraped from flickr you just type notre dame into flickr,this is a reconstruction of matron cathedral that was done entirely computation ally from images scaped from flicker it was tied nation into flicker,0.07692307692307693
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,and you get some pictures of guys in t shirts and of the campus and so on and each of these orange cones represents an image that was that was discovered to belong to this model,and you got some pictures of giant shirts and of the campus and so on and each of these rings coins represent an image that was that was discovered to belong to this model,0.03954802259887006
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,and so these are all these are all flickr images and they have all been related spatially in this way and we can just navigate in this very simple way,and so these are all this real crimes and eva been related especially in this way we can just navigate in his very simple way,0.07333333333333333
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,you know i never i never thought that i would end up working at microsoft it is very it is very gratifying to to have this kind this kind of reception here,i never i never thought i be the work of mars misery was very gratified this that reception here,0.14193548387096774
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,so so this is i guess you can see this is very this is lots of different types of cameras it is everything from cell phone cameras to professional slrs quite a large number of them stitched together in this environment and if i can i will find some of the sort of weird ones,so so this ideas if one has a very base as late of different tips of camors at everything from self on camors to professional ears of quite a large number that ends altogether this invar meant and if i can find some 0 the sort of weird wins me,0.11678832116788321
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,so many of them are occluded by faces and and so on,there are so many of them related by faces and and so on,0.0784313725490196
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,there is somewhere in here there is actually there there is series of photographs here we go this is actually a poster of notre dame that registered correctly here we can dive in from the poster to a physical view,there is somewhere in her theirs at their their airs of foster is forgo this is all a poster of notre dame that registered correctly is won we can divine from the postern to a fiscal,0.09389671361502347
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,of this of this environment,of this of this environment,0.0
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,what what the point here really is is that we can do things with the social environment this is this is now taking data from everybody from the entire collective memory of of visually what the earth looks like,what what the point her really is as that we can do things with the social environment this is this is now are taking dada from everybody from the entire collective memory of over visually of what her looks like,0.03827751196172249
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,and link all of that together all of those photos become linked together and they make something emergent that is greater than the sum of the parts you have a a model that emerges of the entire earth think of this as the long tail to stephen lawler is,and like all of that together all those fools become link together an they make something emergent that greater than the sum of the parts who have a model that emerges of their art think of her as as the long tall to steven lars ove,0.06772908366533864
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,virtual earth work and this is something that grows in complexity as people use it and whose benefits become greater to the users as they as they use it their own photos are getting tagged with meta data that somebody else entered,verra earth work and this is something that grows in complexity as people sit and whose benefits become greater to the sears as they as they sat there one fools are gating tad with meadow that somebody else entered,0.05652173913043478
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,if if somebody bothered to to tag all of these saints and say who they all are then then my photo of,if if somebody bothered me to tag all of these saints and say how they all are and then my foot over,0.05
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,notre dame cathedral suddenly gets enriched with all of that data and i can use it as an entry point to dive into that space into that meta verse using everybody else is photos and and do a kind of a cross modal,then cathedral sadly gets in rice with all that day and i can use it as an entry point to dive into that space in that meteors using every body else as fools and and a kind of a cross model,0.07582938388625593
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,and and and cross user social experience that way and of course a by product of all of that is immensely rich virtual models of of every interesting part of the earth,and me and and cross her social experience that way and of course by product of all of that is immensely rich virtual models of of every interesting part of the earth,0.018072289156626505
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,collected not just from from overhead flights and from satellite images and so on but from the collective memory thank you so much,collected not just from air from overhead flight sent from said images and so on but from the collective memory thank you so much,0.03076923076923077
<F0_M>,BlaiseAguerayArcas_2007,S62,do i do i understand this do i understand this right that what what your software is going to allow is that at some point really within the next few years,i understand this you understand is right that what what your safe is going to allow is it at some point ready within the next few years,0.05844155844155844
<F0_M>,BlaiseAguerayArcas_2007,S62,all the pictures,all the pictures,0.0
<F0_M>,BlaiseAguerayArcas_2007,S62,that are shared by anyone across the world are going to basically link together,that a shed by any one across the wagon as vastly link together,0.11392405063291139
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,yes what this is really doing is discovering it is creating hyperlinks if you will between between images,yes what this rely on discovering a rating her lines if you will between between images,0.0761904761904762
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,and it is doing that based on the content inside the images and that gets really exciting when you think about the richness of the semantic information that a lot of those images have like when you do a web search for images,and as on that beat on the content and sid the images not rely exciting when you think about the richness of the semantic information that lot those images have likened a web search for images,0.07142857142857142
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,you type in phrases and the text on the web page is is carrying a lot of information about what that picture is of now what if that picture links to all of your pictures then the amount of semantic interconnection and the amount of richness that comes out of that is really huge it is a classic network effect,you tip and raises an the text on the wed page is it caring of information about the pictures of what if that picture in all of your pictures than the amount of semantic under connection the mount of riches he comes out of that is really the case at effect,0.09061488673139159
<F0_M>,BlaiseAguerayArcas_2007,S62,blaise that is truly incredible congratulations,is it incredible congratulations,0.06382978723404255
<F0_M>,BlaiseAguerayArcas_2007,Blaise_Agueray_Arcas,thanks so much,om at,0.21428571428571427
<F0_M>,BrianCox_2009U,Brian_Cox,last year at ted i gave an introduction to the lhc and i promised to come back and give you an update on how that machine works so this is it and for those of you who were not there the lhc is,as i said i gave her an introduction to the lakes and i promised to come back an give no dates and how that she works so this is it and to those that were not there the lake is,0.08854166666666667
<F0_M>,BrianCox_2009U,Brian_Cox,the largest scientific experiment ever attempted 27 kilometers in circumference its job is to recreate the conditions that were present less than a 1000000000th of a 2nd after the universe began up to 600000000 times a 2nd it is nothing if not ambitious this is the machine below geneva,the large scientific experiment ever attempted 27 calamites into conference his job is to recreate the conditions that we present less than a 1000000000th of a 2nd after the universe began up to 600000000 times a 2nd nothing if not ambitious but the mishna below geneva,0.038461538461538464
<F0_M>,BrianCox_2009U,Brian_Cox,we take the pictures of those mini big bangs inside detectors this is the one i work on it is called the atlas detector 44 meters wide 22 meters in diameter,we take the pictures of those many big bangs inside detectors as one work one call the atlas detector 44 meters wide 20 mates in damie,0.07692307692307693
<F0_M>,BrianCox_2009U,Brian_Cox,spectacular picture here of atlas under construction so you can see the scale on the 10th of september last year we turned the machine on for the 1st time,spectacular picture here of atlas under construction so you can see the sail on the 10th of september lash ere we turn the mishna on for the 1st time,0.032467532467532464
<F0_M>,BrianCox_2009U,Brian_Cox,and this picture was taken by atlas it caused immense celebration in the control room it is a picture of the 1st beam particle going all the way around the lhc,and this picture was taken by atlas it caused immense celebration in the control room is a picture of the 1st beam particle going all the way round the legs,0.018867924528301886
<F0_M>,BrianCox_2009U,Brian_Cox,colliding with a piece of the lhc deliberately and showering particles into the detector in other words when we saw that picture on september 10th we knew the machine worked which is a great triumph,colliding with a pen of the late s deliberately and shoring particles into the detector in other words when we saw that picture on september 10th when the masheen work such as a great triumph,0.050505050505050504
<F0_M>,BrianCox_2009U,Brian_Cox,i do not know whether this got the biggest cheer or this when someone went onto google and saw the front page was like that it means we made cultural impact as well as scientific impact about a week later we had a problem with the machine,i dun no whether this got the gist here or this when someone went on to gogol and saw the front page was like that it means we made cultural impact as well as saint if impact and about a week later sir we had a problem with the mishna,0.0546218487394958
<F0_M>,BrianCox_2009U,Brian_Cox,related actually to these bits of wire here these gold wires those wires carry 13000 amps when the machine is working in full power now the engineers amongst you will look at them and say no they do not they are small wires,related aptly to these bits of wire here these gold wars those wars carry 13000 as when the mishna workin at full power now the engineers among she look at them and say now they do not have this small wars,0.06726457399103139
<F0_M>,BrianCox_2009U,Brian_Cox,they can do that because when they are very cold they are what is called superconducting wire so at -271 degrees colder than the space between the stars those wires can take that current,they can do that because when the very cold the huts called super conducting war so at mines turned in 71 degrees cold in the space between the stars those wars can take that are not,0.0967741935483871
<F0_M>,BrianCox_2009U,Brian_Cox,in one of the joints between over 9000 magnets in lhc there was a manufacturing defect so the wire heated up slightly and its 13000 amps suddenly encountered electrical resistance this was the result,in one of the gins between over 9000 magnets in lakes are there as a manufacturing defect otherwise heated up slightly and its 13000 lamps suddenly encountered electrical resistance and this was the result now,0.05025125628140704
<F0_M>,BrianCox_2009U,Brian_Cox,now that is more impressive when you consider those magnets weigh over 20 tons and they moved about a foot so we damaged about,thats more impressive when you consider those magnates way over 20 tons and they moved about foot so we damaged about,0.047619047619047616
<F0_M>,BrianCox_2009U,Brian_Cox,50 of the magnets we had to take them out which we did we reconditioned them all fixed them they are all on their way back underground now by the end of march the lhc will be intact again we will switch it on and we expect to take data in june or july,50 of the magnets we had to take them out which we did were conditioned them all fixed them there all on their way back underground now by the end of march the lease will be enacted again we switch it on and we expect to take data in genoa july,0.035856573705179286
<F0_M>,BrianCox_2009U,Brian_Cox,and continue with our quest to find out what the building blocks of the universe are now of course in a way those accidents reignite the debate about the value of science and engineering at the edge,and continue with request to find out what the building blocks of the universe are now of course in a way those am accident range the debate about the value of sane and engineering at the edge am,0.03535353535353535
<F0_M>,BrianCox_2009U,Brian_Cox,it is easy to refute i think that the fact that it is so difficult the fact that we are overreaching is the value of things like the lhc,it is easy to refuse i think that the fact that it is so difficult the fact that we overreach in is the value of things like legs,0.03676470588235294
<F0_M>,BrianCox_2009U,Brian_Cox,i will leave the final word to an english scientist humphrey davy who i suspect when defending his protege is useless experiments his protege was michael faraday said this nothing is so dangerous to the progress of the human mind than to assume that our views of science are ultimate,i leave the final word to em an english insist hungry davy who i suspect when defending his proteges useless experiment his protege was mickle faraday him sad sad this nothing is so dangerous to the progress of the human mind has to some the aves of sins or limit,0.06713780918727916
<F0_M>,BrianCox_2009U,Brian_Cox,that there are no mysteries in nature that our triumphs are complete and that there are no new worlds to conquer,but there no mistress in nature that are trumps or complete and that there no new worlds to concur,0.07142857142857142
<F0_M>,CraigVenter_2008,Craig_Venter,you know i have talked about some of these projects before about the human genome and what that might mean and discovering new sets of genes we are actually starting at a new point we have been digitizing biology,what about mother is prudent before about the human noman what that might mean and discovering new sets of genes were actually starting at no point we been datis in biology,0.08490566037735849
<F0_M>,CraigVenter_2008,Craig_Venter,and now we are trying to go from that digital code,and now were trying to go from that dull cold,0.08
<F0_M>,CraigVenter_2008,Craig_Venter,into a new phase of biology with designing and synthesizing life so we have always been trying to ask big questions,into a vase of biology with design and emphasis in life so we have always been tryin to ask big questions,0.05217391304347826
<F0_M>,CraigVenter_2008,Craig_Venter,what is life is something that i think many biologists have been trying to understand at various levels we have tried various approaches,what is life is something that i think many biologists have been trying to understand at at various levels weve tried veris approaches,0.029411764705882353
<F0_M>,CraigVenter_2008,Craig_Venter,paring it down to minimal components we have been digitizing it now for almost 20 years when we sequenced the human genome it was going from the analog world of biology into the digital world of the computer,paring it down to mineral components we been duties in it now for almost 20 years when we sequence the human enow it was going from the analog world of body into the dual world of the computer,0.03864734299516908
<F0_M>,CraigVenter_2008,Craig_Venter,now we are trying to ask can we regenerate life,now were i to ask can we regenerate life,0.06382978723404255
<F0_M>,CraigVenter_2008,Craig_Venter,or can we create new life out of this digital universe this is the map of a small organism mycoplasma genitalium that has the smallest genome for a species that can self replicate in the laboratory,where can we create new life out of this diurnal universe this is the map of a small organism like a pleasant italian how that has the smallest venom for a species that con self replicas in the laboratory,0.050761421319796954
<F0_M>,CraigVenter_2008,Craig_Venter,and we have been trying to just see if we can come up with an even smaller genome,had we been tryin to just see if we can come up with an even smaller now,0.04938271604938271
<F0_M>,CraigVenter_2008,Craig_Venter,we are able to knock out on the order of a 100 genes out of the 500 or so that are here but when we look at its metabolic map it is relatively simple,now were able to knock out on the order of a 100 hens out of the 500 or so theater here but when we look at its metallic map is relatively simple,0.04697986577181208
<F0_M>,CraigVenter_2008,Craig_Venter,compared to ours trust me this is simple but when we look at all the genes that we can knock out one at a time it is very unlikely that this would yield a living cell,compared to wars trust me this is simple but when we look at all the deeds that we can knock out onto time it is very unlikely that this would held a living sell,0.04216867469879518
<F0_M>,CraigVenter_2008,Craig_Venter,so we decided the only way forward was to actually synthesize this chromosome so we could vary the components,so we decided the only way forward was to actually synthesis this promise so we could vary the components,0.01834862385321101
<F0_M>,CraigVenter_2008,Craig_Venter,to ask some of these most fundamental questions and so we started down the road of can we synthesize,to ask some of these most fundamental questions and so we started down the road love can we send this is,0.04
<F0_M>,CraigVenter_2008,Craig_Venter,a chromosome can chemistry permit making these really large molecules where we have never been before and if we do can we boot up a chromosome a chromosome by the way is just a piece of inert chemical material,a chromosome can chemistry permet makin these really large molecules where we have never been before and if we do can we but up rose raison by the way just a peace of inert camel material,0.04784688995215311
<F0_M>,CraigVenter_2008,Craig_Venter,so our pace of digitizing life has been increasing at an exponential pace,so are past of duties in life has been increasing at an exponent pa,0.0821917808219178
<F0_M>,CraigVenter_2008,Craig_Venter,our ability to write the genetic code has been moving pretty slowly but has been increasing and our latest point would put it on now an exponential curve,are ability to write the genetic out has been moving pretty slowly but has been increasing and are latest point would put it on now an exponent al curve,0.032679738562091505
<F0_M>,CraigVenter_2008,Craig_Venter,we started this over 15 years ago it took several stages in fact starting with a bioethical review before we did the 1st experiments,we started this over 15 years ago had took several stages and starting with a bowel review before we did the 1st experiments,0.030303030303030304
<F0_M>,CraigVenter_2008,Craig_Venter,but it turns out synthesizing dna is very difficult there is 10s of 1000s of machines around the world that make small pieces of dna 30 to 50 letters in length,but it turns out sentries in dana is very difficult theirs 10s of 1000s of meshes around the world that make small peaces of day are 30 to 50 letters and lengths,0.06918238993710692
<F0_M>,CraigVenter_2008,Craig_Venter,and it is a degenerate process so the longer you make the piece the more errors there are so we had to create a new method for putting these little pieces together and correct all the errors,and as a degenerate passes to the long make the peas the more ears hear so we had to create an meshed for putting these lepers together and correct all the airs,0.08421052631578947
<F0_M>,CraigVenter_2008,Craig_Venter,and this was our 1st attempt starting with the digital information of the genome of phi x 174 it is a small virus that kills bacteria we designed the pieces went through our error correction and had a dna molecule of about 5000 letters,and this was our 1st attempt started with additional information of the venom of 5 and 74 at a small virus that killed bacteria we resigned the peas went there are er correction and had a dean molecule of about 5000 letters,0.06808510638297872
<F0_M>,CraigVenter_2008,Craig_Venter,the exciting phase came when we took this piece of inert chemical and put it in the bacteria,the exciting as came in we took this peace of inert camel and put it in the back tire,0.06521739130434782
<F0_M>,CraigVenter_2008,Craig_Venter,and the bacteria started to read this genetic code made the viral particles the viral particles then were released from the cells then came back and killed the e coli i was talking to the oil industry recently and i said they clearly understood that model,in the bakeries started to read this fanatic cold made the final particles the virile particles and were released from the soles and came back and called the ecole i was touching to the oil industry recently and i said they clearly understood that model,0.050980392156862744
<F0_M>,CraigVenter_2008,Craig_Venter,they laughed more than you guys are it is,that thy life more than dogs are,0.17073170731707318
<F0_M>,CraigVenter_2008,Craig_Venter,and so we think this is a situation where the software can actually build its own hardware in a biological system but we wanted to go much larger we wanted to build the entire bacterial chromosome,and so we think this is a situation where the soft ware could actually build its own harbor in a biological system but we wanted to go much larger we wanted to build the entire bacteria from some,0.03571428571428571
<F0_M>,CraigVenter_2008,Craig_Venter,it is over 580000 letters of genetic code so we thought we would build them in cassettes the size of the viruses so we could actually vary the cassettes to understand what the actual components of a living cell are,so for 500 and a 1000 letters of janet could so we thought we build them corsets the sides of the fires so we can actually very the corsets to understand what the actual components of a living sell are,0.0794392523364486
<F0_M>,CraigVenter_2008,Craig_Venter,design is critical and if you are starting with digital information in the computer that digital information has to be really accurate,design is critical and if you started with dull information in the computer that diurnal information has to be really accurate,0.029850746268656716
<F0_M>,CraigVenter_2008,Craig_Venter,when we 1st sequenced this genome in 1995 the standard of accuracy was one error per 10000 base pairs we actually found on resequencing it 30 errors had we used that original sequence it never would have been able to be booted up,when we 1st sequence this genoa 1995 the standard of course was an are for 10000 bars we all found on re sequences in 30 ears had we used that original sequence it never would have been able to be bred up,0.06550218340611354
<F0_M>,CraigVenter_2008,Craig_Venter,part of the design is designing pieces that are 50 letters long that have to overlap with all the other 50 letter pieces to build smaller sub units,part of the design as design in pearls that are 50 letters long that haf to over lap with all the other 50 letter pears to belt smaller subjects,0.07482993197278912
<F0_M>,CraigVenter_2008,Craig_Venter,we have to design so they can go together we design unique elements into this you may have read that we put watermarks in think of this we have a 4 letter genetic code a c g and t triplets of that letter of those letters code for roughly 20 amino acids that there is a single letter,we have to desire so they can go together we design uneek elements into this how you may have read that we are but water marks in think of this we have a 4 letter and cot a sedge and the triplets of that letters of those letters cold for ruffly 20 a minor aids that there is a single letter,0.06382978723404255
<F0_M>,CraigVenter_2008,Craig_Venter,designation for each of the amino acids so we can use the genetic code to write out words sentences thoughts initially all we did was autograph it some people were disappointed there was not poetry,designation for each the meno aids so we can use the genetic cold to ride out words sentences that is animal all we did was arafat some people disappointed her was not poetry,0.06091370558375635
<F0_M>,CraigVenter_2008,Craig_Venter,we designed these pieces so we can just chew back with enzymes there is enzymes that repair them and put them together and we started making pieces starting with pieces that were 5 to 14000 letters,we designed these pears so well we can just thou back with ends is theirs endings that repair them and put them together and we started makin pears starting with pears that were 5 to 7 townlands 7000 letters,0.06598984771573604
