audio_path,reference,wer,whisper_hypothesis,whisper_sum_logprob,gtts_ll,gtts_prior,gtts_delta
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ042-0129.wav,"No night clubs or bowling alleys, no places of recreation except the trade union dances. I have had enough.",0.3684210526315789,No nightclubs or bowling alleys. No places of recreation. Except the trade union dances. I have had enough!,-13.710390090942385,12811.5,-84788.640625,97600.140625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ042-0129.wav,"No night clubs or bowling alleys, no places of recreation except the trade union dances. I have had enough.",0.1578947368421052,"No nightclubs or bowling alleys, no places of recreation, except the trade union dances. I have had enough.",-14.200920104980469,12672.6328125,-84860.8984375,97533.53125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ042-0129.wav,"No night clubs or bowling alleys, no places of recreation except the trade union dances. I have had enough.",0.3684210526315789,No nightclubs or bowling alleys. No places of recreation. Except the trade union dances. I have had enough...,-14.317161560058594,12420.0546875,-84780.515625,97200.5703125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ042-0129.wav,"No night clubs or bowling alleys, no places of recreation except the trade union dances. I have had enough.",0.3157894736842105,"No nightclubs or bowling alleys. No places of recreation, except the trade union dances. I have had enough!",-14.37071418762207,12478.234375,-84751.1328125,97229.3671875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ042-0129.wav,"No night clubs or bowling alleys, no places of recreation except the trade union dances. I have had enough.",0.3157894736842105,"No nightclubs or bowling alleys. No places of recreation, except the trade union dances. I have had enough",-14.53529930114746,12594.3671875,-84873.359375,97467.7265625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ036-0103.wav,The police asked him whether he could pick out his passenger from the lineup.,0.0714285714285714,The police asked him whether he could pick out his passenger from the line-up.,-6.996767997741699,6670.59375,-38331.01171875,45001.60546875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ036-0103.wav,The police asked him whether he could pick out his passenger from the lineup.,0.0,The police asked him whether he could pick out his passenger from the lineup.,-8.98753547668457,6884.078125,-38359.18359375,45243.26171875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ036-0103.wav,The police asked him whether he could pick out his passenger from the lineup.,0.0714285714285714,the police asked him whether he could pick out his passenger from the lineup.,-9.637409210205078,6924.3515625,-38361.18359375,45285.53515625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ046-0058.wav,"During his Presidency, Franklin D. Roosevelt made almost four hundred journeys and traveled more than three hundred fifty thousand miles.",0.4,"During his presidency, Franklin D. Roosevelt made almost 400 journeys, and traveled more than 350,000 miles.",-6.732813835144043,12990.359375,-89944.0625,102934.421875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ046-0058.wav,"During his Presidency, Franklin D. Roosevelt made almost four hundred journeys and traveled more than three hundred fifty thousand miles.",0.35,"During his presidency, Franklin D. Roosevelt made almost 400 journeys and traveled more than 350,000 miles.",-8.872708320617676,13506.6953125,-89938.96875,103445.6640625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ046-0058.wav,"During his Presidency, Franklin D. Roosevelt made almost four hundred journeys and traveled more than three hundred fifty thousand miles.",0.4,"During his presidency, Franklin D. Roosevelt made almost 400 journies and traveled more than 350,000 miles.",-9.517559051513672,12948.25,-89975.9375,102924.1875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ014-0076.wav,"He was seen afterwards smoking and talking with his hosts in their back parlor, and never seen again alive.",0.0526315789473684,"He was seen afterwards smoking, and talking with his hosts in their back parlor, and never seen again alive.",-9.390265464782717,9458.421875,-68473.90625,77932.328125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ014-0076.wav,"He was seen afterwards smoking and talking with his hosts in their back parlor, and never seen again alive.",0.1052631578947368,"He was seen afterward smoking, and talking with his hosts in their back parlor, and never seen again alive.",-9.773011207580566,9544.734375,-68434.96875,77979.703125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.6428571428571429,"Long narrow rooms, 1-36 feet, 6-23 feet, and the 8th 18.",-5.194716930389404,8434.4140625,-73938.171875,82372.5859375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.5714285714285714,"long narrow rooms, 1-36 feet, 6-23 feet, and the 8th 18.",-5.882616996765137,7952.0234375,-73940.0625,81892.0859375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.6428571428571429,"Long narrow rooms, 1.36 feet, 6.23 feet, and the 8th 18.",-6.605793952941895,7446.890625,-74040.65625,81487.546875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.6428571428571429,"Long narrow rooms, 1-36 feet, 6-23 feet, and the 8th-18",-6.788503170013428,7759.6953125,-73965.953125,81725.6484375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.5714285714285714,"long narrow rooms, 1-36 feet, 6-23 feet, and the 8th-18",-7.322876930236816,8642.078125,-73956.71875,82598.796875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.5714285714285714,"long narrow rooms, 1.36 feet, 6.23 feet, and the 8th 18.",-7.465616703033447,8119.5,-74028.6796875,82148.1796875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.7142857142857143,"Long narrow rooms, 1-36 feet, 6-23 feet and the 8th-18.",-7.533023834228516,7658.875,-74005.53125,81664.40625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.6428571428571429,"Long narrow rooms, 1-36 feet, 6-23 feet, and the 8th, 18",-7.546876430511475,7897.4296875,-73947.1953125,81844.625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.2857142857142857,"Long narrow rooms, one thirty-six feet, six twenty-three feet, and the eighth eighteen",-7.811322212219238,8324.0859375,-73991.265625,82315.3515625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.5714285714285714,"Long narrow rooms 1-36 feet, 6-23 feet, and the 8th-18.",-7.816939830780029,8180.828125,-73944.3046875,82125.1328125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.6428571428571429,"long narrow rooms, 1-36 feet, 6-23 feet and the 8th-18.",-7.942763805389404,7999.9765625,-73997.671875,81997.6484375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.7142857142857143,"Long narrow rooms, 1-36 feet, 6-23 feet and the 8th 18.",-7.964344024658203,8261.03125,-73922.6328125,82183.6640625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.7142857142857143,"Long narrow rooms, 1-36 feet, 6-23 feet and the 8th, 18.",-8.05932331085205,8420.1953125,-73962.140625,82382.3359375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.2142857142857142,"long narrow rooms, one thirty-six feet, six twenty-three feet, and the eighth eighteen",-8.147944450378418,7762.8046875,-73996.828125,81759.6328125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.3571428571428571,"Long narrow rooms, one thirty-six feet, six twenty-three feet and the eighth eighteen.",-8.163191795349121,8202.5703125,-73967.390625,82169.9609375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.5714285714285714,"long narrow rooms, 1-36 feet, 6-23 feet, and the 8th, 18",-8.20056438446045,7994.296875,-73976.6171875,81970.9140625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.7142857142857143,"Long Narrow Rooms, 1-36 feet, 6-23 feet, and the 8th 18",-8.2364501953125,8076.0625,-73910.90625,81986.96875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.6428571428571429,"Long narrow rooms, 1-36 feet, 6-23 feet, and the 8-18.",-8.39991569519043,8204.7265625,-73953.2421875,82157.96875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.5714285714285714,"Long narrow rooms, 1-36 feet, 6-23 feet, and the eighth 18.",-8.464242935180664,8452.6875,-73961.4375,82414.125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.6428571428571429,"long narrow rooms, 1-36 feet, 6-23 feet and the 8th 18.",-8.485328674316406,8268.546875,-73971.78125,82240.328125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.2857142857142857,"long narrow rooms, one thirty-six feet, six twenty-three feet and the eighth eighteen.",-8.487905502319336,7735.2421875,-73958.1484375,81693.390625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.6428571428571429,"Long narrow rooms, 1.36 feet, 6.23 feet, and the 8.18.",-8.59464168548584,7859.171875,-74019.9375,81879.109375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.7857142857142857,"Long narrow rooms, 1-36 ft, 6-23 ft, and the 8th 18.",-8.59684944152832,8138.9375,-73948.0625,82087.0
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.6428571428571429,"long narrow rooms, 1-36 feet, 6-23 feet and the 8th, 18.",-8.627988815307617,8421.21875,-73968.171875,82389.390625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.6428571428571429,"Long, narrow rooms, 1-36 feet, 6-23 feet, and the 8th 18",-8.629255294799805,8516.1640625,-73918.546875,82434.7109375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.5714285714285714,"Long narrow rooms 1-36 feet, 6-23 feet, and the 8th 18.",-8.815261840820312,8236.234375,-73950.15625,82186.390625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.5,"long narrow rooms, 1-36 feet, 6-23 feet, and the eighth 18.",-8.9117431640625,8018.984375,-73947.6015625,81966.5859375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.5,"long narrow rooms 1-36 feet, 6-23 feet, and the 8th-18.",-8.924064636230469,7842.328125,-73908.6640625,81750.9921875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.6428571428571429,"Long narrow rooms, 1-36 feet, 6-23 feet, and the 8th 18th",-8.984233856201172,7771.2265625,-73894.140625,81665.3671875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.6428571428571429,"Long narrow rooms, 1-36 feet, 6-23 feet, and the 8th 18!",-9.29111671447754,8475.84375,-73906.765625,82382.609375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.6428571428571429,"Long narrow rooms, 1.36 feet, 6.23 feet, and the 8th, 18",-9.456719398498535,7203.1015625,-74065.5625,81268.6640625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.5714285714285714,"long narrow rooms, 1-36 feet, 6-23 feet, and the 8th 18th",-9.461594581604004,8132.9765625,-73854.765625,81987.7421875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.7142857142857143,"Long narrow rooms, 1.36 feet, 6.23 feet and the 8th 18.",-9.463334083557127,7910.6796875,-74093.5,82004.1796875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.5714285714285714,"Long narrow rooms 1.36 feet, 6.23 feet, and the 8th 18.",-9.53271484375,8264.7734375,-74019.8984375,82284.671875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.3571428571428571,"Long narrow rooms, one thirty-six feet, six twenty-three feet, and the 8th",-9.537646293640137,7865.4375,-73996.25,81861.6875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.7857142857142857,"Long narrow rooms, 1-36 ft, 6-23 ft, and the 8th-18",-9.590094566345217,8228.9140625,-74055.140625,82284.0546875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.5714285714285714,"long narrow rooms, 1-36 feet, 6-23 feet, and the 8th 18!",-9.78895092010498,8203.2421875,-73880.4140625,82083.65625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.6428571428571429,"Long narrow rooms, 1-36 feet, 6-23 feet, and the 8th 18.""",-9.840091705322266,8458.2734375,-73970.390625,82428.6640625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.5714285714285714,"Long narrow rooms, 1.36 feet, 6.23 feet, and the eighth 18.",-9.875480651855469,8057.046875,-74025.75,82082.796875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.6428571428571429,"Long narrow rooms, 1-36 feet, 6-23 feet, and the 8th 18",-9.886194229125977,8179.9453125,-73896.578125,82076.5234375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.2857142857142857,"long narrow rooms, one thirty-six feet, six twenty-three feet, and the 8th",-9.893658638000488,7942.5390625,-74013.359375,81955.8984375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.7142857142857143,"Long narrow rooms, 1-36 feet, 6-23 feet and the 8th 18th.",-9.922606468200684,7771.5703125,-73986.828125,81758.3984375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.5,"long narrow rooms 1-36 feet, 6-23 feet, and the 8th 18.",-9.95417022705078,8641.046875,-73903.15625,82544.203125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.5714285714285714,"long narrow rooms, 1-36 feet, 6-23 feet, and the 8th 18.""",-9.995966911315918,8084.4921875,-73911.859375,81996.3515625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0076.wav,We come to the sermon.,0.2,We come to the Sermon.,-5.483832359313965,1467.884765625,-13685.615234375,15153.5
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0076.wav,We come to the sermon.,0.4,we come to the Sermon.,-6.715895652770996,1687.96875,-13686.5625,15374.53125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0076.wav,We come to the sermon.,0.4,We come to The Sermon.,-8.505237579345703,1518.3798828125,-13684.203125,15202.5830078125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ017-0131.wav,"even when the high sheriff had told him there was no possibility of a reprieve, and within a few hours of execution.",0.1363636363636363,"Even when the high sheriff had told him, there was no possibility of a reprieve and within a few hours of execution.",-5.673312664031982,11581.0078125,-69648.5,81229.5078125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ017-0131.wav,"even when the high sheriff had told him there was no possibility of a reprieve, and within a few hours of execution.",0.0909090909090909,"even when the high sheriff had told him, there was no possibility of a reprieve and within a few hours of execution.",-6.606533050537109,11700.2265625,-69624.515625,81324.7421875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ017-0131.wav,"even when the high sheriff had told him there was no possibility of a reprieve, and within a few hours of execution.",0.0909090909090909,"Even when the high sheriff had told him, there was no possibility of a reprieve, and within a few hours of execution.",-7.65665864944458,11236.9140625,-69686.8984375,80923.8125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ017-0131.wav,"even when the high sheriff had told him there was no possibility of a reprieve, and within a few hours of execution.",0.0909090909090909,Even when the high sheriff had told him there was no possibility of a reprieve and within a few hours of execution.,-7.981678009033203,11274.2421875,-69620.9296875,80895.171875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ017-0131.wav,"even when the high sheriff had told him there was no possibility of a reprieve, and within a few hours of execution.",0.0454545454545454,even when the high sheriff had told him there was no possibility of a reprieve and within a few hours of execution.,-8.145557403564453,11598.203125,-69643.484375,81241.6875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ046-0184.wav,but there is a system for the immediate notification of the Secret Service by the confining institution when a subject is released or escapes.,0.0833333333333333,but there is a system for the immediate notification of the secret service by the confining institution when a subject is released or escapes.,-7.725910663604736,11412.625,-93551.0546875,104963.6796875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ046-0184.wav,but there is a system for the immediate notification of the Secret Service by the confining institution when a subject is released or escapes.,0.125,but there is a system for the immediate notification of the secret service by the confining institution when a subject is released or escapes,-10.782960891723633,11417.9609375,-93574.828125,104992.7890625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ046-0184.wav,but there is a system for the immediate notification of the Secret Service by the confining institution when a subject is released or escapes.,0.0833333333333333,"But there is a system for the immediate notification of the Secret Service, by the confining institution when a subject is released or escapes.",-11.838531494140623,10448.71875,-93572.3828125,104021.1015625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ014-0263.wav,"When other pleasures palled he took a theatre, and posed as a munificent patron of the dramatic art.",0.1111111111111111,"When other pleasures pauled, he took a theater, and posed as a munificent patron of the dramatic art.",-9.429776191711426,8190.75,-63178.34375,71369.09375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ014-0263.wav,"When other pleasures palled he took a theatre, and posed as a munificent patron of the dramatic art.",0.0555555555555555,"When other pleasures pauled, he took a theatre, and posed as a munificent patron of the dramatic art.",-9.722179412841797,8194.484375,-63210.8515625,71405.3359375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ014-0263.wav,"When other pleasures palled he took a theatre, and posed as a munificent patron of the dramatic art.",0.1111111111111111,"When other pleasures pauled, he took a theater and posed as a munificent patron of the dramatic art.",-10.7179536819458,8193.06640625,-63212.01171875,71405.078125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ014-0263.wav,"When other pleasures palled he took a theatre, and posed as a munificent patron of the dramatic art.",0.1666666666666666,"When other pleasures pauled, he took a theater, and posed as a magnificent patron of the dramatic art.",-10.855878829956056,7917.84375,-63201.40625,71119.25
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ014-0263.wav,"When other pleasures palled he took a theatre, and posed as a munificent patron of the dramatic art.",0.1111111111111111,"When other pleasures pauled, he took a theatre and posed as a munificent patron of the dramatic art.",-11.13245677947998,8167.28125,-63203.78125,71371.0625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ014-0263.wav,"When other pleasures palled he took a theatre, and posed as a munificent patron of the dramatic art.",0.1111111111111111,"When other pleasures pauled, he took a theatre, and posed as a magnificent patron of the dramatic art.",-11.141138076782228,8113.046875,-63231.0625,71344.109375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ042-0096.wav,(old exchange rate) in addition to his factory salary of approximately equal amount,0.3846153846153846,"old exchange rate, in addition to his factory salary of a proximately equal amount.",-6.14132833480835,6832.4140625,-61618.1875,68450.6015625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ042-0096.wav,(old exchange rate) in addition to his factory salary of approximately equal amount,0.3076923076923077,old exchange rate. In addition to his factory salary of approximately equal amount.,-6.414036750793457,6986.66796875,-61493.11328125,68479.78125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ042-0096.wav,(old exchange rate) in addition to his factory salary of approximately equal amount,0.2307692307692307,"old exchange rate, in addition to his factory salary of approximately equal amount.",-6.475871562957764,6644.08203125,-61534.53515625,68178.6171875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ042-0096.wav,(old exchange rate) in addition to his factory salary of approximately equal amount,0.3076923076923077,"old exchange rate. In addition to his factory salary, of approximately equal amount",-7.084900856018066,7364.75390625,-61500.69140625,68865.4453125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ042-0096.wav,(old exchange rate) in addition to his factory salary of approximately equal amount,0.3076923076923077,"old exchange rate, in addition to his factory salary of a approximately equal amount.",-7.119850158691406,7261.42578125,-61505.58984375,68767.015625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ042-0096.wav,(old exchange rate) in addition to his factory salary of approximately equal amount,0.3076923076923077,"old exchange rate, in addition to his factory salary of a proximately equal amount",-7.169370174407959,6801.62109375,-61589.59765625,68391.21875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ042-0096.wav,(old exchange rate) in addition to his factory salary of approximately equal amount,0.2307692307692307,"old exchange rate, in addition to his factory salary of approximately equal",-7.265851497650146,6398.796875,-61453.765625,67852.5625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ042-0096.wav,(old exchange rate) in addition to his factory salary of approximately equal amount,0.3076923076923077,"old-exchange rate, in addition to his factory salary of approximately equal amount.",-7.270623683929443,7077.78515625,-61470.50390625,68548.2890625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ042-0096.wav,(old exchange rate) in addition to his factory salary of approximately equal amount,0.3846153846153846,"old exchange rate, in addition to his factory salary, of a approximately equal amount.",-7.374634742736816,6991.03515625,-61535.94140625,68526.9765625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ042-0096.wav,(old exchange rate) in addition to his factory salary of approximately equal amount,0.4615384615384615,"old exchange rate. In addition to his factory salary, of a approximately equal amount.",-7.38902473449707,7127.47265625,-61591.20703125,68718.6796875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ042-0096.wav,(old exchange rate) in addition to his factory salary of approximately equal amount,0.3846153846153846,"old exchange rate. In addition to his factory salary, of approximately equal amount.",-7.464223384857178,6934.015625,-61460.25,68394.265625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ042-0096.wav,(old exchange rate) in addition to his factory salary of approximately equal amount,0.3076923076923077,"old exchange rate, in addition to his factory salary, of approximately equal amount.",-7.683152198791504,6928.4921875,-61551.9765625,68480.46875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ042-0096.wav,(old exchange rate) in addition to his factory salary of approximately equal amount,0.3846153846153846,"Old Exchange Rate, in addition to his factory salary of a approximately equal amount.",-8.56778335571289,6912.79296875,-61531.48046875,68444.2734375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ042-0096.wav,(old exchange rate) in addition to his factory salary of approximately equal amount,0.3076923076923077,"old exchange rate. In addition to his factory salary of approximately equal amount,",-8.704354286193848,7115.5859375,-61495.3046875,68610.890625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ042-0096.wav,(old exchange rate) in addition to his factory salary of approximately equal amount,0.3846153846153846,"Old Exchange Rate, in addition to his factory salary, of approximately equal amount.",-8.709339141845703,7244.5625,-61566.234375,68810.796875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ042-0096.wav,(old exchange rate) in addition to his factory salary of approximately equal amount,0.3846153846153846,old exchange rate. In addition to his factory salary of a approximately equal amount.,-9.088908195495604,7286.0,-61485.46875,68771.46875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ049-0050.wav,Hill had both feet on the car and was climbing aboard to assist President and Mrs. Kennedy.,0.1764705882352941,Hill had both feet on the car and was climbing a board to assist president and Mrs. Kennedy.,-7.314174175262451,6594.0078125,-59309.3984375,65903.40625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ049-0050.wav,Hill had both feet on the car and was climbing aboard to assist President and Mrs. Kennedy.,0.1764705882352941,"Hill had both feet on the car, and was climbing a board to assist President and Mrs. Kennedy.",-8.500545501708984,6702.734375,-59289.5546875,65992.2890625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ049-0050.wav,Hill had both feet on the car and was climbing aboard to assist President and Mrs. Kennedy.,0.0588235294117647,Hill had both feet on the car and was climbing aboard to assist president and Mrs. Kennedy.,-9.00148868560791,6748.71484375,-59279.31640625,66028.03125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ028-0307.wav,"then let twenty days pass, and at the end of that time station near the Chaldasan gates a body of four thousand.",0.4090909090909091,"Then, let 20 days pass. And at the end of that time, station near the Chaldean Gates, a body of 4,000.",-10.975516319274902,9754.984375,-86706.28125,96461.265625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ028-0307.wav,"then let twenty days pass, and at the end of that time station near the Chaldasan gates a body of four thousand.",0.4090909090909091,"Then, let 20 days pass. And at the end of that time, station near the Chaldean gates, a body of 4,000.",-11.180171012878418,9889.2890625,-86753.296875,96642.5859375
